date,all_sectors,banks_in_u.s.-affiliated_areas,closed-end_funds,credit_unions,exchange-traded_funds,federal_government_retirement_funds,foreign_banking_offices_in_the_u.s.,government-sponsored_enterprises,holding_companies,households_and_nonprofit_organizations,issuers_of_asset-backed_securities,life_insurance_companies,monetary_authority,money_market_funds,mutual_funds,nonfinancial_corporate_business,nonfinancial_noncorporate_business,other_financial_business,private_pension_funds,property-casualty_insurance_companies,rest_of_the_world,security_brokers_and_dealers,state_and_local_government_employee_defined_benefit_retirement_funds,state_and_local_governments,u.s.-chartered_depository_institutions
1945-12-31,254.077,0.599,0.049,0.05,0.0,2.903,0.236,0.351,0.0,66.517,0.0,20.589,24.262,0.0,0.036,18.508,0.0,0.0,2.051,2.7,2.574,1.881,1.519,11.062,103.721
1946-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
1946-06-30,,,,,,,,,,,,,,,,,,,,,,,,,
1946-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
1946-12-31,231.201,0.534,0.05,0.05,0.0,3.273,0.192,0.356,0.0,65.127,0.0,21.635,23.35,0.0,0.031,12.779,0.0,0.0,2.1,3.294,2.1,0.917,1.671,10.358,88.563
1947-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
1947-06-30,,,,,,,,,,,,,,,,,,,,,,,,,
1947-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
1947-12-31,224.83,0.438,0.065,0.065,0.0,4.096,0.168,0.325,0.0,65.065,0.0,20.04,22.559,0.0,0.043,12.291,0.0,0.0,2.151,3.885,2.7,0.262,1.86,11.78,82.927
1948-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
1948-06-30,,,,,,,,,,,,,,,,,,,,,,,,,
1948-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
1948-12-31,219.097,0.365,0.07,0.075,0.0,4.919,0.191,0.453,0.0,65.817,0.0,16.812,23.333,0.0,0.065,12.853,0.0,0.0,2.2,4.413,2.8,0.82,2.073,12.554,75.561
1949-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
1949-06-30,,,,,,,,,,,,,,,,,,,,,,,,,
1949-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
1949-12-31,222.625,0.321,0.085,0.082,0.0,5.959,0.265,0.45,0.0,67.256,0.0,15.298,18.885,0.0,0.104,14.697,0.0,0.0,2.3,4.826,2.9,0.703,2.257,12.686,79.894
1950-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
1950-06-30,,,,,,,,,,,,,,,,,,,,,,,,,
1950-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
1950-12-31,222.852,0.294,0.1,0.09,0.0,6.743,0.327,0.373,0.0,66.5,0.0,13.486,20.725,0.0,0.129,17.87,0.0,0.0,2.345,5.253,4.3,0.586,2.498,13.704,74.381
1951-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
1951-06-30,,,,,,,,,,,,,,,,,,,,,,,,,
1951-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
1951-12-31,223.261,0.252,0.11,0.1,0.0,7.453,0.402,0.428,0.0,65.426,0.0,11.034,23.604,0.0,0.129,18.653,0.0,0.0,2.445,5.417,4.278,0.313,2.918,14.664,72.967
1952-03-31,221.993,0.252,0.113,0.102,0.0,7.552,0.433,0.565,0.0,66.245,0.0,10.818,22.228,0.0,0.137,17.862,0.0,0.0,2.487,5.445,4.186,0.191,3.07,15.36,72.627
1952-06-30,221.979,0.259,0.117,0.103,0.0,7.938,0.471,0.496,0.0,65.904,0.0,10.363,22.506,0.0,0.141,16.635,0.0,0.0,2.483,5.348,4.303,1.121,3.148,16.28,72.503
1952-09-30,225.252,0.267,0.121,0.104,0.0,8.363,0.425,0.483,0.0,67.045,0.0,10.455,23.215,0.0,0.144,17.018,0.0,0.0,2.468,5.693,4.668,0.18,3.313,16.436,73.072
1952-12-31,229.203,0.271,0.125,0.106,0.0,8.411,0.445,0.495,0.0,67.389,0.0,10.252,24.034,0.0,0.13,17.647,0.0,0.0,2.479,5.774,4.468,0.709,3.374,17.076,74.556
1953-03-31,226.183,0.271,0.129,0.107,0.0,8.471,0.415,0.695,0.0,66.956,0.0,10.12,23.269,0.0,0.14,18.164,0.0,0.0,2.513,5.877,4.609,0.208,3.465,17.652,71.948
1953-06-30,226.643,0.269,0.132,0.108,0.0,8.804,0.423,0.574,0.0,69.312,0.0,10.09,24.146,0.0,0.134,16.454,0.0,0.0,2.567,5.884,4.823,0.145,3.655,17.976,70.135
1953-09-30,233.183,0.266,0.136,0.109,0.0,8.902,0.416,0.592,0.0,69.128,0.0,9.987,24.635,0.0,0.141,18.232,0.0,0.0,2.62,5.957,5.056,0.426,3.83,18.228,73.636
1953-12-31,235.126,0.263,0.14,0.112,0.0,8.941,0.435,0.589,0.0,68.038,0.0,9.829,25.317,0.0,0.129,19.24,0.0,0.0,2.636,6.025,5.035,0.64,3.86,18.684,74.555
1954-03-31,230.582,0.265,0.144,0.114,0.0,8.961,0.423,0.901,0.0,68.196,0.0,9.72,24.232,0.0,0.148,17.887,0.0,0.0,2.652,5.986,5.306,0.443,4.043,18.804,71.759
1954-06-30,230.733,0.27,0.147,0.116,0.0,9.273,0.44,0.872,0.0,67.555,0.0,9.399,24.737,0.0,0.137,14.874,0.0,0.0,2.644,5.993,5.192,0.869,4.234,18.932,74.515
1954-09-30,234.029,0.275,0.151,0.118,0.0,9.281,0.449,0.896,0.0,66.201,0.0,9.138,23.946,0.0,0.143,16.366,0.0,0.0,2.647,6.057,5.537,0.674,4.31,19.276,78.202
1954-12-31,237.857,0.277,0.155,0.12,0.0,9.359,0.49,0.849,0.0,66.087,0.0,9.07,24.888,0.0,0.154,17.523,0.0,0.0,2.675,6.137,5.466,0.666,4.383,19.578,79.769
1955-03-31,233.485,0.275,0.16,0.123,0.0,9.347,0.456,0.982,0.0,67.64,0.0,9.136,23.505,0.0,0.152,17.543,0.0,0.0,2.735,6.022,5.472,0.322,4.438,19.956,75.199
1955-06-30,232.883,0.269,0.165,0.127,0.0,9.702,0.475,0.869,0.0,68.24,0.0,9.086,23.407,0.0,0.179,16.788,0.0,0.0,2.839,5.964,5.558,0.228,4.478,20.496,74.261
1955-09-30,235.344,0.263,0.17,0.131,0.0,9.975,0.461,0.637,0.0,69.181,0.0,9.164,23.402,0.0,0.233,18.619,0.0,0.0,2.936,6.045,5.746,0.218,4.566,21.1,73.047
1955-12-31,238.466,0.259,0.175,0.135,0.0,10.048,0.465,0.936,0.0,68.843,0.0,8.576,24.391,0.0,0.255,21.281,0.0,0.0,2.972,6.0,5.803,0.264,4.666,21.872,72.461
1956-03-31,234.182,0.26,0.18,0.139,0.0,10.061,0.453,1.256,0.0,70.474,0.0,8.077,23.303,0.0,0.238,18.878,0.0,0.0,2.949,5.834,6.189,0.111,4.879,22.396,69.703
1956-06-30,229.199,0.265,0.185,0.143,0.0,10.377,0.481,1.267,0.0,70.183,0.0,7.954,23.457,0.0,0.221,15.667,0.0,0.0,2.895,5.683,6.244,0.122,4.903,23.062,67.621
1956-09-30,230.632,0.27,0.19,0.147,0.0,10.918,0.508,1.257,0.0,70.632,0.0,7.834,23.293,0.0,0.265,15.575,0.0,0.0,2.817,5.655,6.5,0.114,4.929,23.558,67.949
1956-12-31,233.683,0.274,0.195,0.15,0.0,10.911,0.518,1.226,0.0,70.225,0.0,7.555,24.61,0.0,0.276,16.718,0.0,0.0,2.751,5.657,6.089,0.243,4.944,23.976,69.353
1957-03-31,232.013,0.277,0.201,0.154,0.0,10.924,0.484,1.342,0.0,70.878,0.0,7.478,22.666,0.0,0.28,16.166,0.0,0.0,2.677,5.53,6.028,0.113,5.061,24.034,69.737
1957-06-30,226.421,0.279,0.207,0.158,0.0,11.224,0.501,1.269,0.0,70.743,0.0,7.348,22.635,0.0,0.292,14.227,0.0,0.0,2.604,5.423,5.944,0.087,5.114,24.012,66.36
1957-09-30,230.591,0.281,0.213,0.162,0.0,11.27,0.489,1.137,0.0,71.65,0.0,7.289,22.752,0.0,0.291,14.773,0.0,0.0,2.535,5.437,5.608,0.223,5.147,23.734,69.467
1957-12-31,231.465,0.284,0.22,0.165,0.0,11.346,0.487,1.143,0.0,71.507,0.0,7.029,23.719,0.0,0.277,15.589,0.0,0.0,2.461,5.48,5.93,0.449,5.058,23.32,68.661
1958-03-31,229.917,0.289,0.227,0.169,0.0,11.511,0.473,1.742,0.0,70.949,0.0,7.087,23.125,0.0,0.314,14.394,0.0,0.0,2.411,5.248,5.288,0.332,5.104,22.652,69.928
1958-06-30,233.403,0.296,0.234,0.173,0.0,11.859,0.501,1.631,0.0,71.186,0.0,7.075,25.138,0.0,0.401,12.34,0.0,0.0,2.432,5.16,4.811,0.867,4.95,22.79,72.954
1958-09-30,234.11,0.302,0.242,0.177,0.0,12.17,0.482,1.497,0.0,68.645,0.0,7.295,24.66,0.0,0.356,13.175,0.0,0.0,2.431,5.265,5.649,0.199,4.96,22.942,75.134
1958-12-31,241.244,0.303,0.249,0.18,0.0,12.28,0.51,1.252,0.0,68.638,0.0,7.183,26.252,0.0,0.401,16.092,0.0,0.0,2.451,5.439,6.035,0.604,5.021,23.254,76.727
1959-03-31,241.163,0.233,0.269,0.183,0.0,12.413,0.513,1.457,0.0,69.977,0.0,7.212,25.424,0.0,0.432,17.28,0.0,0.0,2.476,5.36,6.542,0.408,5.102,23.696,74.034
1959-06-30,242.044,0.173,0.289,0.185,0.0,12.798,0.518,1.328,0.0,69.458,0.0,7.228,25.994,0.0,0.432,18.104,0.0,0.0,2.523,5.356,8.454,0.275,5.126,24.33,71.638
1959-09-30,246.32,0.087,0.31,0.187,0.0,13.121,0.523,1.317,0.0,70.444,0.0,7.183,26.513,0.0,0.517,20.311,0.0,0.0,2.587,5.476,9.635,0.401,5.35,24.75,69.983
1959-12-31,249.384,0.081,0.333,0.19,0.0,13.164,0.526,1.352,0.0,71.584,0.0,6.868,26.606,0.0,0.556,21.621,0.0,0.0,2.619,5.626,10.36,0.428,5.462,25.684,69.166
1960-03-31,245.603,0.083,0.359,0.192,0.0,13.251,0.523,1.556,0.0,75.466,0.0,6.828,25.166,0.0,0.605,19.986,0.0,0.0,2.537,5.532,10.387,0.158,5.663,26.4,64.111
1960-06-30,243.931,0.089,0.391,0.194,0.0,13.936,0.519,1.437,0.0,74.183,0.0,6.574,26.323,0.0,0.615,18.247,0.0,0.0,2.457,5.437,10.296,0.204,5.724,27.022,63.794
1960-09-30,245.897,0.096,0.421,0.196,0.0,14.038,0.515,1.45,0.0,73.602,0.0,6.577,26.48,0.0,0.608,16.446,0.0,0.0,2.408,5.439,10.429,0.58,5.653,27.55,67.184
1960-12-31,248.132,0.101,0.445,0.2,0.0,14.09,0.507,1.494,0.0,72.194,0.0,6.427,26.984,0.0,0.619,15.752,0.0,0.0,2.404,5.446,10.651,1.021,5.711,27.478,70.347
1961-03-31,245.901,0.104,0.447,0.204,0.0,14.141,0.555,1.757,0.0,72.095,0.0,6.543,26.388,0.0,0.539,15.225,0.0,0.0,2.407,5.239,10.635,0.543,5.855,27.162,69.643
1961-06-30,247.016,0.106,0.441,0.209,0.0,14.927,0.603,1.708,0.0,70.684,0.0,6.408,27.003,0.0,0.511,14.636,0.0,0.0,2.429,5.118,10.288,0.517,5.872,27.892,71.61
1961-09-30,252.416,0.107,0.432,0.214,0.0,14.996,0.68,1.635,0.0,72.3,0.0,6.428,26.881,0.0,0.549,13.288,0.0,0.0,2.431,5.206,10.874,0.763,5.865,27.58,75.977
1961-12-31,255.707,0.107,0.426,0.22,0.0,15.006,0.536,1.419,0.0,71.944,0.0,6.134,28.722,0.0,0.688,14.096,0.0,0.0,2.425,5.358,11.035,1.305,5.8,28.004,76.484
1962-03-31,256.084,0.109,0.418,0.225,0.0,15.054,0.682,1.952,0.0,73.081,0.0,6.307,28.579,0.0,0.652,14.217,0.0,0.0,2.421,5.275,11.023,1.142,6.025,27.952,74.946
1962-06-30,256.655,0.111,0.406,0.229,0.0,15.908,0.827,1.594,0.0,73.108,0.0,6.279,29.413,0.0,0.511,13.061,0.0,0.0,2.459,5.214,11.468,1.122,6.075,28.44,74.65
1962-09-30,257.712,0.114,0.398,0.234,0.0,15.923,0.693,1.622,0.0,74.836,0.0,6.331,28.802,0.0,0.789,11.645,0.0,0.0,2.524,5.276,12.118,1.146,6.125,29.162,74.555
1962-12-31,262.772,0.119,0.402,0.24,0.0,15.999,0.506,1.792,0.0,73.718,0.0,6.17,30.478,0.0,0.737,12.307,0.0,0.0,2.6,5.439,12.379,1.976,6.1,30.314,76.653
1963-03-31,263.272,0.127,0.42,0.249,0.0,16.048,0.521,2.232,0.0,70.567,0.0,6.022,30.337,0.0,0.718,16.367,0.0,0.0,2.628,5.329,12.498,1.048,6.2,32.214,75.854
1963-06-30,264.048,0.139,0.452,0.26,0.0,17.0,0.538,2.326,0.0,70.564,0.0,5.746,31.827,0.0,0.589,15.252,0.0,0.0,2.655,5.336,13.051,0.963,6.475,32.796,74.477
1963-09-30,264.385,0.15,0.486,0.271,0.0,17.073,0.422,1.832,0.0,71.976,0.0,5.841,32.007,0.0,0.728,14.602,0.0,0.0,2.64,5.457,13.169,1.394,6.55,33.932,72.821
1963-12-31,267.845,0.155,0.51,0.28,0.0,17.16,0.399,2.159,0.0,72.892,0.0,5.813,33.582,0.0,0.728,15.128,0.0,0.0,2.679,5.597,13.033,0.718,6.51,32.628,74.188
1964-03-31,268.229,0.155,0.527,0.286,0.0,17.268,0.398,1.952,0.0,74.239,0.0,5.788,33.183,0.0,0.823,16.148,0.0,0.0,2.872,5.472,12.394,0.569,6.725,33.008,72.926
1964-06-30,267.656,0.151,0.539,0.29,0.0,18.179,0.396,1.988,0.0,74.497,0.0,5.715,34.494,0.0,0.831,15.24,0.0,0.0,2.665,5.328,12.267,1.021,6.975,32.892,70.634
1964-09-30,270.714,0.146,0.548,0.293,0.0,18.348,0.485,1.773,0.0,74.484,0.0,5.84,34.95,0.0,0.911,14.402,0.0,0.0,2.661,5.498,12.816,1.535,7.066,33.586,72.165
1964-12-31,274.261,0.142,0.552,0.295,0.0,18.409,0.442,1.677,0.0,73.571,0.0,5.594,36.506,0.0,0.767,14.481,0.0,0.0,2.715,5.629,13.321,1.374,7.03,34.666,74.423
1965-03-31,274.096,0.141,0.553,0.297,0.0,18.48,0.433,1.925,0.0,76.555,0.0,5.639,37.091,0.0,0.824,14.092,0.0,0.0,2.909,5.572,12.538,0.955,7.417,35.194,71.078
1965-06-30,271.988,0.141,0.547,0.298,0.0,19.55,0.425,1.835,0.0,76.144,0.0,5.358,38.7,0.0,0.638,12.32,0.0,0.0,2.709,5.377,12.286,1.51,7.59,35.974,68.573
1965-09-30,270.884,0.141,0.54,0.299,0.0,19.728,0.482,1.734,0.0,75.984,0.0,5.298,39.269,0.0,0.912,11.829,0.0,0.0,2.457,5.42,12.507,0.595,7.351,37.52,67.578
1965-12-31,276.737,0.141,0.534,0.303,0.0,19.724,0.509,1.798,0.0,74.762,0.0,5.119,40.478,0.0,0.811,12.548,0.0,0.0,2.539,5.464,13.056,1.082,7.153,39.048,71.192
1966-03-31,276.864,0.145,0.528,0.308,0.0,19.747,0.458,1.755,0.0,78.944,0.0,5.171,40.196,0.0,1.055,12.958,0.0,0.0,2.479,5.252,12.189,0.909,7.312,39.67,67.623
1966-06-30,272.111,0.151,0.521,0.315,0.0,20.835,0.408,2.036,0.0,76.488,0.0,4.921,41.769,0.0,1.171,11.33,0.0,0.0,2.377,5.093,11.634,0.818,7.046,40.692,64.852
1966-09-30,274.208,0.158,0.514,0.322,0.0,20.935,0.483,1.923,0.0,79.238,0.0,4.852,41.537,0.0,1.449,10.774,0.0,0.0,2.351,5.08,11.249,0.893,7.166,40.496,65.036
1966-12-31,280.293,0.163,0.511,0.327,0.0,20.977,0.459,2.684,0.0,79.08,0.0,4.921,43.655,0.0,1.437,11.054,0.0,0.0,2.304,4.991,11.152,1.742,7.115,40.194,67.624
1967-03-31,281.315,0.172,0.511,0.329,0.0,20.925,0.435,3.658,0.0,77.816,0.0,4.855,44.029,0.0,1.217,10.445,0.0,0.0,2.148,4.623,11.507,2.14,6.8,40.23,69.59
1967-06-30,272.756,0.183,0.512,0.328,0.0,22.043,0.407,3.8,0.0,74.762,0.0,4.69,46.318,0.0,0.902,7.908,0.0,0.0,1.999,4.335,11.537,0.71,6.646,40.006,65.673
1967-09-30,281.351,0.194,0.517,0.328,0.0,22.074,0.491,2.974,0.0,77.24,0.0,4.717,46.402,0.0,0.694,7.287,0.05,0.0,1.967,4.325,12.022,0.985,6.308,40.066,72.743
1967-12-31,290.462,0.204,0.528,0.331,0.0,22.292,0.576,2.69,0.0,78.992,0.0,4.683,48.98,0.0,0.921,8.614,0.1,0.0,1.987,4.286,13.239,0.983,6.165,39.484,75.149
1968-03-31,295.845,0.21,0.548,0.334,0.0,22.334,0.59,2.85,0.0,83.471,0.0,4.678,49.495,0.0,1.167,9.95,0.15,0.0,2.207,4.17,12.334,0.968,6.219,38.64,74.85
1968-06-30,292.526,0.213,0.579,0.334,0.0,23.603,0.608,2.998,0.0,82.132,0.0,4.447,52.23,0.0,1.047,8.627,0.2,0.0,2.181,4.007,11.02,0.905,6.12,38.606,71.972
1968-09-30,299.259,0.216,0.609,0.339,0.0,23.594,0.63,2.585,0.0,83.482,0.0,4.528,52.405,0.0,1.405,7.879,0.25,0.0,2.12,3.995,11.596,2.543,6.023,39.028,75.546
1968-12-31,301.225,0.22,0.625,0.357,0.0,23.628,0.62,2.55,0.0,81.735,0.0,4.456,52.937,0.0,1.143,8.959,0.3,0.0,2.359,3.933,12.577,1.766,5.921,39.852,77.213
1969-03-31,301.194,0.226,0.63,0.39,0.0,23.755,0.622,2.275,0.0,89.044,0.0,4.339,52.01,0.0,1.571,9.399,0.35,0.0,2.46,3.781,11.182,0.733,5.85,40.864,72.145
1969-06-30,290.326,0.232,0.63,0.441,0.0,24.871,0.623,2.334,0.0,82.342,0.0,4.129,54.095,0.0,0.959,7.949,0.4,0.0,2.191,3.939,10.607,1.12,5.815,41.912,66.693
1969-09-30,296.824,0.239,0.621,0.492,0.0,25.176,0.631,1.725,0.0,90.872,0.0,4.088,53.932,0.0,1.01,5.786,0.45,0.0,2.159,3.479,12.558,0.866,5.696,43.502,65.293
1969-12-31,301.974,0.248,0.601,0.527,0.0,25.147,0.641,1.964,0.0,93.166,0.0,4.124,57.154,0.0,0.675,5.646,0.5,0.0,2.183,3.448,10.24,1.728,5.437,46.014,65.538
1970-03-31,304.398,0.255,0.646,0.546,0.0,25.185,0.35,3.256,0.0,98.271,0.0,4.08,55.578,0.0,0.476,5.255,0.55,0.0,2.081,3.35,12.016,2.155,5.335,47.926,61.05
1970-06-30,300.478,0.261,0.579,0.553,0.0,26.91,0.394,2.701,0.0,88.736,0.0,4.014,57.714,0.0,2.563,6.065,0.6,0.0,1.984,3.242,13.687,0.62,5.179,48.732,60.31
1970-09-30,308.087,0.268,0.518,0.555,0.0,27.046,0.488,2.212,0.0,85.911,0.0,4.147,59.975,0.0,0.822,6.966,0.65,0.0,2.152,3.388,16.425,2.007,5.274,47.736,65.415
1970-12-31,317.451,0.277,0.491,0.558,0.0,27.528,0.497,3.059,0.0,83.041,0.0,4.042,62.142,0.0,0.85,6.283,0.7,0.0,2.124,3.398,19.732,3.398,5.104,45.88,71.287
1971-03-31,320.237,0.307,0.5,0.562,0.0,27.726,0.458,4.197,0.0,79.938,0.0,4.004,63.86,0.0,0.892,5.735,0.75,0.0,2.259,3.328,24.709,1.924,4.88,44.02,72.198
1971-06-30,324.021,0.332,0.541,0.566,0.0,29.583,0.277,3.424,0.0,76.155,0.0,3.722,64.918,0.0,0.637,7.13,0.8,0.0,2.001,3.22,31.88,1.477,4.426,43.78,71.042
1971-09-30,333.6,0.401,0.59,0.567,0.0,29.814,0.277,2.145,0.0,78.357,0.0,3.751,66.662,0.0,0.457,6.211,0.86,0.0,2.044,3.18,41.811,1.884,4.371,43.696,68.37
1971-12-31,346.291,0.438,0.622,0.564,0.0,30.371,0.263,2.493,0.0,74.2,0.0,3.828,68.996,0.0,0.559,9.057,0.9,0.0,2.125,3.183,46.286,1.799,3.896,45.174,74.124
1972-03-31,350.191,0.399,0.641,0.554,0.0,30.289,0.466,4.16,0.0,76.873,0.0,3.99,68.971,0.0,0.558,7.207,0.95,0.0,2.54,3.055,49.089,1.397,3.633,46.558,72.14
1972-06-30,346.318,0.368,0.65,0.533,0.0,32.423,0.369,3.228,0.0,75.289,0.0,3.722,70.756,0.0,0.57,5.2,1.0,0.0,2.451,2.886,49.179,1.107,3.723,47.168,69.28
1972-09-30,351.066,0.508,0.659,0.517,0.0,32.693,0.478,1.957,0.0,76.5,0.0,3.875,68.677,0.0,0.712,4.828,1.05,0.0,2.623,2.757,54.493,1.77,3.643,48.3,69.176
1972-12-31,363.483,0.643,0.676,0.518,0.0,33.364,0.48,1.245,0.0,77.357,0.0,3.827,69.808,0.0,0.689,6.881,1.1,0.0,3.381,2.901,54.46,2.012,3.597,49.792,75.648
1973-03-31,371.244,0.558,0.702,0.641,0.0,33.182,0.352,0.935,0.0,80.898,0.0,3.824,73.784,0.0,0.481,5.947,1.133,0.0,3.725,2.734,62.15,1.365,3.687,50.848,69.722
1973-06-30,367.336,0.473,0.74,0.69,0.0,35.497,0.396,0.337,0.0,81.852,0.0,3.572,74.952,0.0,0.562,4.759,1.161,0.0,4.011,2.674,59.215,1.43,3.46,51.778,65.666
1973-09-30,365.479,0.521,0.774,0.74,0.0,35.193,0.429,0.448,0.0,87.064,0.0,3.466,75.224,0.0,0.682,1.923,1.176,0.0,4.711,2.738,57.446,1.889,3.028,52.304,61.875
1973-12-31,372.203,0.57,0.788,0.777,0.0,35.499,0.449,1.145,0.0,88.48,0.0,3.444,78.458,0.0,0.66,2.482,1.183,0.0,5.379,2.837,54.303,2.008,2.508,52.13,65.168
1974-03-31,374.816,0.445,0.784,0.798,0.0,35.113,0.442,1.124,0.0,95.978,0.0,3.596,77.929,0.002,0.859,0.968,1.199,0.0,6.109,2.765,53.536,0.971,1.84,52.204,64.256
1974-06-30,372.699,0.421,0.76,0.802,0.0,38.912,0.465,0.756,0.0,90.833,0.0,3.349,80.284,0.005,0.495,1.492,1.214,0.0,6.912,2.56,56.242,0.827,1.886,51.618,58.675
1974-09-30,376.391,0.4,0.732,0.811,0.0,38.126,0.416,0.819,0.0,95.248,0.0,3.327,80.353,0.02,0.826,1.981,1.226,0.0,8.235,2.525,55.537,1.723,1.515,52.516,56.313
1974-12-31,387.067,0.346,0.716,0.848,0.0,38.238,0.503,1.441,0.0,96.253,0.0,3.372,80.058,0.112,1.109,2.613,1.238,0.0,8.559,2.86,58.27,2.256,1.585,53.046,60.167
1975-03-31,406.793,0.375,0.71,0.912,0.0,37.947,0.439,4.248,0.0,93.872,0.0,3.585,82.034,0.244,0.785,6.488,1.228,0.0,9.623,3.17,64.32,2.713,1.559,53.982,65.55
1975-06-30,428.741,0.395,0.71,1.004,0.0,43.043,0.426,3.523,0.0,96.69,0.0,3.712,83.949,0.291,0.949,8.123,1.226,0.0,10.516,3.509,64.71,1.813,2.215,53.468,75.203
1975-09-30,451.163,0.408,0.713,1.1,0.0,41.962,0.436,3.024,0.0,105.611,0.0,3.821,86.474,0.596,1.493,9.192,1.243,0.0,11.896,3.995,63.987,1.254,2.548,54.366,84.227
1975-12-31,476.979,0.417,0.716,1.177,0.0,42.061,0.61,2.935,0.12,111.787,0.0,4.736,86.717,0.927,1.066,14.264,1.274,0.0,12.396,4.72,65.518,1.152,2.54,55.566,94.063
1976-03-31,500.032,0.375,0.724,1.232,0.0,41.323,0.705,4.093,0.128,110.786,0.0,5.072,87.293,1.201,1.435,19.259,1.249,0.0,13.613,5.46,67.953,2.719,3.058,62.22,100.744
1976-06-30,515.607,0.346,0.741,1.275,0.0,47.681,0.861,3.847,0.136,107.997,0.0,4.956,90.575,0.832,1.196,20.432,1.258,0.0,15.211,5.75,69.527,2.571,3.632,64.154,103.706
1976-09-30,532.091,0.41,0.752,1.31,0.0,46.312,0.783,4.205,0.144,108.305,0.0,5.419,94.445,0.974,1.368,18.534,1.352,0.0,16.371,6.585,73.813,5.143,3.9,68.072,106.43
1976-12-31,550.364,0.494,0.746,1.343,0.0,46.657,1.162,4.392,0.164,102.804,0.0,5.368,93.268,1.049,1.086,21.547,1.515,0.0,18.075,7.3,77.583,5.604,4.057,76.022,115.909
1977-03-31,567.053,0.55,0.718,1.378,0.0,45.466,0.977,3.202,0.184,107.21,0.0,5.542,95.672,1.042,1.368,22.381,1.686,0.0,17.873,8.486,83.869,1.624,4.712,80.428,119.487
1977-06-30,567.569,0.621,0.666,1.419,0.0,46.928,0.876,1.401,0.208,99.559,0.0,5.337,98.163,0.798,1.485,17.508,1.878,0.0,19.957,7.633,87.623,1.99,6.568,90.373,117.172
1977-09-30,593.675,0.66,0.616,1.443,0.0,53.102,1.054,0.83,0.24,103.718,0.0,5.719,102.405,0.755,1.74,17.055,2.123,0.0,20.08,8.77,95.798,0.148,6.757,100.215,114.782
1977-12-31,614.489,0.702,0.59,1.424,0.0,53.232,1.189,0.961,0.268,104.849,0.0,5.315,100.918,0.883,1.763,16.556,2.412,0.0,21.308,9.76,108.654,0.35,6.76,108.816,115.232
1978-03-31,634.049,0.7,0.588,1.254,0.0,51.966,1.132,0.842,0.24,108.498,0.0,5.075,99.89,1.12,1.833,14.993,2.732,0.0,21.477,9.754,122.439,-0.947,7.624,121.039,114.065
1978-06-30,638.132,0.7,0.608,1.023,0.0,53.425,1.283,1.32,0.216,103.882,0.0,4.924,107.859,1.065,1.818,13.97,3.001,0.0,22.185,9.222,117.423,-0.884,9.095,128.09,112.396
1978-09-30,659.71,0.665,0.632,0.895,0.0,59.653,1.294,1.097,0.192,109.593,0.0,5.113,113.027,0.96,1.748,12.692,3.143,0.0,21.089,9.895,119.448,-0.902,9.543,139.616,109.268
1978-12-31,673.91,0.629,0.643,0.727,0.0,60.259,1.45,1.442,0.165,109.094,0.0,4.822,109.478,0.886,1.584,15.07,3.184,0.0,23.179,10.45,132.901,-1.605,9.454,143.04,106.418
1979-03-31,682.891,0.6,0.644,0.772,0.0,58.551,1.29,0.862,0.2,116.054,0.0,5.357,109.26,1.687,1.722,14.519,3.192,0.0,23.727,10.896,126.633,-0.444,10.677,154.63,107.182
1979-06-30,680.363,0.563,0.639,0.863,0.0,60.046,1.526,1.827,0.24,119.609,0.0,5.204,106.432,1.988,1.502,17.689,3.159,0.0,24.928,10.741,113.716,1.998,13.327,154.199,105.035
1979-09-30,700.403,0.618,0.632,0.887,0.0,67.607,1.658,0.931,0.28,126.951,0.0,5.15,114.596,1.224,1.379,13.855,3.024,0.0,25.769,10.694,120.244,-1.551,13.287,155.637,103.082
1979-12-31,720.534,0.672,0.628,0.625,0.0,68.259,1.953,1.239,0.298,156.1,0.0,4.888,116.291,1.621,1.536,13.472,2.805,0.0,25.995,10.665,115.958,-7.023,14.706,146.31,104.386
1980-03-31,735.928,0.693,0.629,0.599,0.0,66.161,2.01,1.81,0.304,162.305,0.0,4.917,115.734,7.004,1.679,14.3,2.635,0.0,27.203,11.158,113.901,-0.246,16.159,140.148,104.944
1980-06-30,743.96,0.722,0.634,0.801,0.0,67.358,2.125,1.817,0.304,157.425,0.0,5.135,124.058,5.272,2.592,9.914,2.509,0.0,29.387,10.161,116.99,-0.137,17.582,141.324,106.834
1980-09-30,781.216,0.75,0.638,0.933,0.0,76.924,2.447,2.055,0.312,160.995,0.0,5.338,119.418,7.45,1.939,13.704,2.493,0.0,30.569,11.082,120.506,0.465,19.999,152.344,115.212
